seconds,active_clients,client_names
641,120,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1110|tester1112|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester301|tester310|tester311|tester312|tester313|tester577|tester580|tester582|tester583|tester585|tester586|tester589|tester594|tester595|tester596|tester597|tester598|tester599|tester600|tester601|tester603|tester604|tester607|tester610|tester612|tester613|tester615|tester616|tester617|tester618|tester619|tester620|tester621|tester622|tester623|tester624|tester625|tester626|tester627|tester628|tester629|tester630|tester631|tester632|tester633|tester635|tester636|tester638|tester639|tester640|tester642|tester643|tester645|tester647|tester649|tester650|tester651|tester652|tester653|tester654|tester655|tester657|tester658|tester660|tester661|tester662|tester663|tester664|tester665|tester666|tester668|tester670|tester671|tester672|tester673|tester674|tester677|tester679|tester680|tester682|tester683|tester684|tester685|tester686|tester689|tester690|tester691|tester692|tester694|tester695|tester697|tester700|tester701|tester702|tester703|tester704|tester708|tester709
642,94,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1110|tester1112|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester301|tester310|tester311|tester312|tester313|tester580|tester582|tester583|tester585|tester594|tester595|tester596|tester597|tester598|tester599|tester601|tester604|tester607|tester610|tester612|tester613|tester616|tester619|tester620|tester621|tester622|tester625|tester626|tester627|tester628|tester629|tester630|tester631|tester632|tester636|tester638|tester639|tester645|tester647|tester649|tester653|tester654|tester657|tester658|tester661|tester662|tester663|tester664|tester665|tester668|tester670|tester671|tester672|tester673|tester674|tester677|tester679|tester680|tester683|tester685|tester686|tester689|tester692|tester694|tester695|tester697|tester700|tester701|tester702|tester703|tester704|tester708
643,59,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1110|tester1112|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester301|tester310|tester311|tester312|tester313|tester315|tester580|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester613|tester616|tester619|tester621|tester626|tester629|tester636|tester638|tester653|tester662|tester663|tester664|tester668|tester673|tester674|tester677|tester683|tester686|tester689|tester694|tester704
644,59,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1110|tester1112|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester301|tester310|tester311|tester312|tester313|tester315|tester580|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester613|tester616|tester619|tester621|tester626|tester629|tester636|tester638|tester653|tester662|tester663|tester664|tester668|tester673|tester674|tester677|tester683|tester686|tester689|tester694|tester704
645,59,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1110|tester1112|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester301|tester310|tester311|tester312|tester313|tester315|tester580|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester613|tester616|tester619|tester621|tester626|tester629|tester636|tester638|tester653|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester704
646,53,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1112|tester1113|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester301|tester310|tester311|tester312|tester313|tester315|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694
647,54,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1112|tester1113|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester301|tester310|tester311|tester312|tester313|tester315|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713
648,55,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1112|tester1113|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester301|tester310|tester312|tester313|tester315|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714
649,56,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1109|tester1112|tester1113|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester301|tester310|tester312|tester313|tester315|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714
650,56,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1108|tester1109|tester1112|tester1113|tester1447|tester1463|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714
651,56,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1109|tester1112|tester1113|tester1115|tester1116|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714
652,56,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1109|tester1112|tester1113|tester1115|tester1116|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714
653,57,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1109|tester1112|tester1113|tester1115|tester1116|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714|tester717
654,59,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1109|tester1112|tester1113|tester1115|tester1116|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714|tester717
655,59,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1109|tester1112|tester1113|tester1115|tester1116|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714|tester717
656,58,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1112|tester1113|tester1115|tester1116|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester310|tester312|tester313|tester315|tester316|tester317|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714|tester717
657,61,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1112|tester1113|tester1115|tester1116|tester1121|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester1519|tester310|tester312|tester313|tester315|tester316|tester317|tester322|tester323|tester582|tester585|tester594|tester595|tester598|tester601|tester604|tester607|tester612|tester616|tester619|tester626|tester629|tester638|tester662|tester663|tester664|tester668|tester674|tester677|tester683|tester686|tester689|tester694|tester713|tester714
658,51,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1112|tester1113|tester1115|tester1116|tester1121|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester1519|tester310|tester312|tester313|tester315|tester316|tester317|tester322|tester323|tester582|tester594|tester598|tester601|tester607|tester616|tester626|tester638|tester662|tester663|tester664|tester668|tester674|tester686|tester694|tester713
659,40,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1112|tester1113|tester1115|tester1116|tester1121|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester1519|tester310|tester312|tester313|tester315|tester316|tester317|tester322|tester323|tester598|tester662|tester668|tester686|tester713
660,36,UNDEF|tester1061|tester1085|tester1093|tester1094|tester1095|tester1097|tester1099|tester1101|tester1112|tester1113|tester1115|tester1116|tester1121|tester1447|tester1471|tester1472|tester1495|tester1498|tester1504|tester1506|tester1508|tester1510|tester1513|tester1517|tester1518|tester1519|tester1522|tester310|tester312|tester313|tester315|tester316|tester317|tester322|tester323
