Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1740744469,7,,Aggregated,0.000000,0.000000,16,17,17,17,23,23,23,23,23,23,23,8,0,16,13.283656249768683,3.629884999099886,22.9413619999832,2702.625
1740744470,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1740744471,7,,Aggregated,0.000000,0.000000,8,8,27,27,27,27,27,27,27,27,27,3,0,8,13.93376733418942,6.899146999785444,27.39791000203695,2655.6666666666665
1740744472,7,,Aggregated,0.000000,0.000000,7,8,27,27,27,27,27,27,27,27,27,7,0,7,12.27391740744470,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N1740744473,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1740744474,7,,Aggregated,0.000000,0.000000,7,7,7,7,28,28,28,28,28,28,28,6,0,7,10.036867166490993,4.775476001668721,28.227178001543507,2628.8333333333335
1740744475,7,,Aggregated,0.000000,0.000000,7,7,21,21,28,28,28,28,28,28,28,7,0,7,11.576218571592888,4.775476001668721,28.227178001543507,2648.0
1740744476,7,,Aggregated,0.000000,0.000000,25,25,25,25,25,25,25,25,25,25,25,1,0,24.611517001176253,24.611517001176253,24.611517001176253,24.611517001176253,2763.0
1740744477,7,,Aggregated,0.000000,0.000000,7,8,8,25,25,25,25,25,25,251740744475,8,,Aggregated,0.000000,0.0000001740744477,8,,Aggregated,0.000001740744478,7,,Aggregated,0.000000,0.000000,7,8,15,24,25,25,25,25,25,25,25,9,0,7,11.220031777661966,4.394157997012371,24.611517001176253,2655.6666666666665
1740744479,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1740744480,7,,Aggregated,0.000000,0.000000,8,8,17,17,27,27,27,27,27,27,27,6,0,7,12.019236499327235,5.9508639969863,26.75584000098752,2655.6666666666665
1740744481,7,,Aggregated,0.000000,0.000000,7,8,17,17,27,27,27,27,27,27,27,7,0,7,11.026165142538957,5.0677370018092915,26.75584000098752,2648.0
1740744482,7,,Aggregated,0.0001740744480,8,,Aggregated,0.000000,0.0000001740744482,8,,Aggregated,0.000001740744483,7,,Aggregated,0.000000,0.000000,15,15,16,16,16,16,16,16,16,16,16,4,0,10,11.93365474955499,7.155858998885378,15.887915000348585,2682.5
1740744484,7,,Aggregated,0.000000,0.000000,7,10,15,15,16,16,16,16,16,16,16,7,0,7,9.199456142336462,4.6430900001723785,15.887915000348585,2648.0
1740744485,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1740744486,7,,Aggregated,0.000000,0.000000,8,8,23,23,23,23,23,23,23,23,23,4,0,7.181175002187956,11.306862250421545,7.181175002187956,22.91337299902807,2642.25
1740744487,7,,Aggregated,0.000000,0.000000,8,19,23,23,24,24,24,24,24,24,24,1740744485,8,,Aggregat1740744487,8,,Aggregated,0.000000,0.000000,N/A,N/1740744488,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1740744489,7,,Aggregated,0.000000,0.000000,6,6,6,6,6,6,6,6,6,6,6,2,0,6.265773001359776,6.34162650021608,6.265773001359776,6.417479999072384,2602.0
1740744490,7,,Aggregated,0.000000,0.000000,6,6,25,25,25,25,25,25,25,25,25,6,0,6,12.324711001080383,5.42485299956752,25.198582003213232,2655.6666666666665
1740744491,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1740744492,7,,Aggregated,0.000000,0.000000,8,8,28,28,28,28,28,28,28,28,28,4,0,7,12.053210751219012,5.0717459998850245,27.959827002632665,2642.25
0
1740744490,7,,Aggregated,0.000000,0.000000,8,20,20,25,25,25,25,25,25,25,25,5,0,8,13.382961799652549,6.678871999611147,25.484570000116946,2666.4
